05000N2,0
05001N2_one_0.5,1
05001N2_one_1.0,2
05001N2_two_0.5,3
05001N2_two_1.0,4
07000N2,5
07000N2_one_0.5,6
07000N2_one_1.0,7
07000N2_two_0.5,8
07001N2,9
07002N2,10
07002N2_one_0.5,11
07002N2_one_1.0,12
07010N3,13
07010N3_one_0.5,14
07011N3,15
07011N3_one_0.5,16
07011N3_one_1.0,17
07011N3_two_0.5,18
07011N3_two_1.0,19
07012N3,20
07012N3_one_1.0,21
07012N3_two_0.5,22
07013N3_one_0.5,23
07013N3_one_1.0,24
07013N3_two_1.0,25
08000N3,26
08000N3_one_0.5,27
08000N3_one_1.0,28
08000N3_two_0.5,29
08000N3_two_1.0,30
08010N2,31
08012N2,32
08030N2,33
09000N3_one_0.5,34
09000N3_two_0.5,35
09000N3_two_1.0,36
09010N2,37
10000N2,38
10001N2,39
10010N2,40
10010N2_one_1.0,41
10010N2_two_0.5,42
10020N2,43
10020N2_one_0.5,44
10020N2_one_1.0,45
11000N2,46
11001N2,47
11002N2,48
11002N2_one_1.0,49
11002N2_two_1.0,50
11003N2,51
11003N2_one_0.5,52
11003N2_one_1.0,53
11003N2_two_0.5,54
11010N2,55
11020N2,56
11020N2_one_0.5,57
11020N2_two_0.5,58
11020N2_two_1.0,59
11030N2,60
11030N2_one_0.5,61
11031N2,62
11031N2_one_0.5,63
11031N2_one_1.0,64
11031N2_two_0.5,65
11031N2_two_1.0,66
11040N2,67
11040N2_one_0.5,68
11040N2_one_1.0,69
11040N2_two_0.5,70
12000N2,71
12000N2_one_0.5,72
12000N2_two_0.5,73
12001N2,74
12010N2,75
12010N2_one_0.5,76
12010N2_two_1.0,77
12011N2,78
12011N2_one_0.5,79
12011N2_one_1.0,80
12011N2_two_0.5,81
12012N2,82
12012N2_one_0.5,83
12012N2_one_1.0,84
12012N2_two_0.5,85
12020N2,86
12022N2,87
12022N2_one_0.5,88
12022N2_one_1.0,89
12023N2,90
12023N2_one_0.5,91
12023N2_one_1.0,92
12023N2_two_1.0,93
12024N2,94
12024N2_one_1.0,95
12024N2_two_0.5,96
12024N2_two_1.0,97
12030N2,98
12040N2,99
12040N2_one_0.5,100
12040N2_one_1.0,101
12040N2_two_0.5,102
12050N2,103
12051N2,104
12060N2,105
12060N2_one_0.5,106
12060N2_one_1.0,107
12060N2_two_0.5,108
12060N2_two_1.0,109
12061N2,110
12061N2_one_0.5,111
12061N2_one_1.0,112
12061N2_two_0.5,113
12061N2_two_1.0,114
12062N2,115
12062N2_one_0.5,116
12062N2_one_1.0,117
12062N2_two_0.5,118
12062N2_two_1.0,119
13000N2,120
13010N2,121
13010N2_one_0.5,122
13010N2_two_0.5,123
13010N2_two_1.0,124
13011N2,125
13012N2,126
13012N2_one_0.5,127
13012N2_one_1.0,128
13012N2_two_0.5,129
13012N2_two_1.0,130
13020N2,131
13020N2_one_0.5,132
13020N2_one_1.0,133
13020N2_two_0.5,134
13040N3,135
13040N3_one_0.5,136
13040N3_one_1.0,137
13050N2,138
13051N2,139
13051N2_one_0.5,140
