05000N2,0
05001N2,1
05001N2_one_0.5,2
05001N2_one_1.0,3
05001N2_two_0.5,4
05001N2_two_1.0,5
07000N2,6
07000N2_one_0.5,7
07000N2_one_1.0,8
07000N2_two_0.5,9
07000N2_two_1.0,10
07001N2,11
07002N2,12
07002N2_one_0.5,13
07002N2_one_1.0,14
07010N3,15
07010N3_one_0.5,16
07010N3_one_1.0,17
07010N3_two_0.5,18
07010N3_two_1.0,19
07011N3,20
07011N3_one_0.5,21
07011N3_one_1.0,22
07011N3_two_0.5,23
07011N3_two_1.0,24
07012N3,25
07012N3_one_0.5,26
07012N3_one_1.0,27
07012N3_two_0.5,28
07012N3_two_1.0,29
07013N3,30
07013N3_one_0.5,31
07013N3_one_1.0,32
07013N3_two_0.5,33
07013N3_two_1.0,34
08000N3,35
08000N3_one_0.5,36
08000N3_one_1.0,37
08000N3_two_0.5,38
08000N3_two_1.0,39
08010N2,40
08011N2,41
08012N2,42
08013N2,43
08020N2,44
08030N2,45
09000N3,46
09000N3_one_0.5,47
09000N3_one_1.0,48
09000N3_two_0.5,49
09000N3_two_1.0,50
09010N2,51
10000N2,52
10001N2,53
10010N2,54
10010N2_one_0.5,55
10010N2_one_1.0,56
10010N2_two_0.5,57
10020N2,58
10020N2_one_0.5,59
10020N2_one_1.0,60
11000N2,61
11001N2,62
11002N2,63
11002N2_one_0.5,64
11002N2_one_1.0,65
11002N2_two_0.5,66
11002N2_two_1.0,67
11003N2,68
11003N2_one_0.5,69
11003N2_one_1.0,70
11003N2_two_0.5,71
11003N2_two_1.0,72
11010N2,73
11020N2,74
11020N2_one_0.5,75
11020N2_one_1.0,76
11020N2_two_0.5,77
11020N2_two_1.0,78
11030N2,79
11030N2_one_0.5,80
11030N2_one_1.0,81
11030N2_two_0.5,82
11030N2_two_1.0,83
11031N2,84
11031N2_one_0.5,85
11031N2_one_1.0,86
11031N2_two_0.5,87
11031N2_two_1.0,88
11040N2,89
11040N2_one_0.5,90
11040N2_one_1.0,91
11040N2_two_0.5,92
11040N2_two_1.0,93
12000N2,94
12000N2_one_0.5,95
12000N2_one_1.0,96
12000N2_two_0.5,97
12001N2,98
12010N2,99
12010N2_one_0.5,100
12010N2_one_1.0,101
12010N2_two_0.5,102
12010N2_two_1.0,103
12011N2,104
12011N2_one_0.5,105
12011N2_one_1.0,106
12011N2_two_0.5,107
12011N2_two_1.0,108
12012N2,109
12012N2_one_0.5,110
12012N2_one_1.0,111
12012N2_two_0.5,112
12012N2_two_1.0,113
12020N2,114
12022N2,115
12022N2_one_0.5,116
12022N2_one_1.0,117
12022N2_two_0.5,118
12022N2_two_1.0,119
12023N2,120
12023N2_one_0.5,121
12023N2_one_1.0,122
12023N2_two_0.5,123
12023N2_two_1.0,124
12024N2,125
12024N2_one_0.5,126
12024N2_one_1.0,127
12024N2_two_0.5,128
12024N2_two_1.0,129
12030N2,130
12040N2,131
12040N2_one_0.5,132
12040N2_one_1.0,133
12040N2_two_0.5,134
12050N2,135
12051N2,136
12060N2,137
12060N2_one_0.5,138
12060N2_one_1.0,139
12060N2_two_0.5,140
12060N2_two_1.0,141
12061N2,142
12061N2_one_0.5,143
12061N2_one_1.0,144
12061N2_two_0.5,145
12061N2_two_1.0,146
12062N2,147
12062N2_one_0.5,148
12062N2_one_1.0,149
12062N2_two_0.5,150
12062N2_two_1.0,151
13000N2,152
13010N2,153
13010N2_one_0.5,154
13010N2_one_1.0,155
13010N2_two_0.5,156
13010N2_two_1.0,157
13011N2,158
13012N2,159
13012N2_one_0.5,160
13012N2_one_1.0,161
13012N2_two_0.5,162
13012N2_two_1.0,163
13020N2,164
13020N2_one_0.5,165
13020N2_one_1.0,166
13020N2_two_0.5,167
13020N2_two_1.0,168
13040N3,169
13040N3_one_0.5,170
13040N3_one_1.0,171
13050N2,172
13051N2,173
13051N2_one_0.5,174
13051N2_one_1.0,175
13051N2_two_0.5,176
13060N2,177
13060N2_one_0.5,178
13060N2_one_1.0,179
13060N2_two_0.5,180
13070N2,181
13071N2,182
13072N2,183
13073N2,184
13074N2,185
13075N2,186
13076N2,187
13077N2,188
13078N2,189
13080N2,190
13090N2,191
13100N2,192
13100N2_one_0.5,193
13100N2_one_1.0,194
13100N2_two_0.5,195
13100N2_two_1.0,196
13101N2,197
13101N2_one_0.5,198
13101N2_one_1.0,199
13101N2_two_0.5,200
13101N2_two_1.0,201
13110N2,202
13110N2_one_0.5,203
13110N2_one_1.0,204
13110N2_two_0.5,205
13110N2_two_1.0,206
13120N2,207
13120N2_one_0.5,208
13120N2_one_1.0,209
13121N2,210
13121N2_one_0.5,211
13121N2_one_1.0,212
13121N2_two_0.5,213
13122N2,214
13122N2_one_0.5,215
13122N2_one_1.0,216
13122N2_two_0.5,217
13122N2_two_1.0,218
13123N2,219
13123N2_one_0.5,220
13123N2_one_1.0,221
13123N2_two_0.5,222
13123N2_two_1.0,223
13130N2,224
13130N2_one_0.5,225
13130N2_one_1.0,226
13130N2_two_0.5,227
13130N2_two_1.0,228
13140N2,229
13141N2,230
13142N2,231
13150N2,232
13150N2_one_0.5,233
13150N2_one_1.0,234
13150N2_two_0.5,235
13160N2,236
13160N2_one_0.5,237
13160N2_one_1.0,238
13160N2_two_0.5,239
